2347,7461,4118,3070,3267
1472,7409,4238,3326,3315
1144,6754,4015,3022,3869
1534,7908,4149,3265,3742
1958,6491,4346,3396,3659
1237,7902,4169,3309,3008
1981,6259,4161,3438,3550
2374,7950,4411,3153,3024
1453,7196,4011,3408,3083
1558,7663,4045,3237,3823
1417,6425,4340,3397,3004
2140,7241,4443,3037,3505
1926,7334,4227,3431,3578
2311,7770,4023,3298,3746
2465,7816,4341,3283,3601
2373,6659,4342,3288,3240
1116,7198,4312,3215,3482
2080,6968,4490,3097,3853
2205,7242,4321,3183,3798
2014,6258,4168,3097,3677
2280,6802,4385,3044,3797
2447,7441,4190,3384,3258
1728,6762,4212,3044,3342
2120,6963,4390,3308,3483
2384,6201,4416,3187,3412
2491,6043,4288,3094,3633
2400,7209,4086,3180,3069
1638,7077,4418,3037,3279
2200,7053,4335,3027,3757
2228,7113,4142,3051,3522
1521,6749,4066,3481,3924
1536,6534,4009,3356,3351
1475,6347,4281,3005,3528
1541,7681,4004,3435,3285
1667,6664,4158,3376,3533
2234,6104,4486,3337,3579
1638,7817,4280,3148,3525
2104,6451,4207,3348,3122
1645,6423,4041,3027,3659
1795,7305,4476,3213,3745
2410,7203,4226,3498,3377
1590,6991,4218,3115,3480
1509,7361,4390,3375,3347
2003,6974,4150,3152,3809
2471,6685,4134,3375,3550
2374,6067,4227,3261,3196
1844,6279,4190,3196,3680
1354,6610,4141,3494,3298
2345,6161,4261,3320,3820
1276,6860,4470,3121,3150
1484,6267,4112,3278,3537
1307,6302,4123,3368,3701
2132,6457,4017,3045,3278
1479,7681,4068,3361,3594
1173,6393,4199,3307,3468
1413,7047,4318,3222,3056
1117,6000,4246,3091,3838
2012,7016,4114,3391,3620
2094,7580,4314,3029,3211
1297,7174,4211,3184,3584
1791,6784,4337,3371,3585
1845,7637,4051,3461,3506
2273,6570,4235,3366,3169
2148,6974,4128,3190,3388
2468,7127,4101,3447,3427
2163,6949,4000,3067,3176
1933,7037,4398,3288,3529
1703,7036,4213,3175,3150
1186,6015,4236,3127,3593
1607,6568,4211,3066,3719
1953,7142,4365,3445,3911
2038,6502,4064,3443,3550
1734,6225,4357,3198,3790
1416,6880,4370,3348,3346
2323,6907,4253,3415,3200
1795,7884,4267,3072,3839
1896,7125,4408,3261,3914
1754,6127,4258,3181,3558
1238,6520,4484,3057,3224
1339,7426,4176,3188,3937
1520,6707,4365,3156,3563
1229,6494,4459,3178,3212
1378,6585,4414,3042,3983
1836,6670,4068,3427,3776
1563,6299,4354,3185,3390
2491,6675,4204,3162,3193
2058,6978,4302,3331,3152
1183,6107,4048,3048,3560
2237,7109,4357,3356,3005
1436,7834,4271,3302,3544
1898,6465,4128,3146,3218
2110,6902,4075,3144,3789
1975,7302,4470,3088,3969
1910,6404,4228,3187,3436
1579,6932,4025,3404,3056
1956,6737,4069,3258,3903
1605,7889,4343,3393,3505
2200,7286,4205,3189,3975
2323,7167,4360,3235,3252
2346,7630,4391,3324,3570
1268,6244,4160,3347,3950
1910,6418,4024,3151,3806
1924,6465,4364,3446,3762
1602,6532,4341,3001,3263
1251,6684,4174,3030,3224
2057,7468,4060,3249,3423
2415,6156,4183,3377,3452
2235,7002,4251,3345,3546
1310,7571,4191,3360,3584
2320,7957,4129,3384,3294
1086,6131,4361,3307,3129
2004,7645,4373,3158,3903
1473,7822,4337,3202,3262
2044,7096,4061,3483,3532
1848,6522,4451,3479,3620
1987,6604,4355,3456,3596
2321,6203,4378,3381,3759
1566,7594,4371,3357,3414
1814,6340,4481,3171,3237
1191,6988,4489,3420,3102
1696,6104,4188,3499,3203
1358,7150,4211,3146,3329
1560,6937,4315,3195,3991
1161,7849,4085,3486,3855
2018,7075,4136,3057,3641
1496,6839,4023,3276,3721
2039,7520,4148,3202,3317
1636,7154,4203,3040,3813
2432,6119,4364,3442,3754
2035,7831,4345,3380,3634
1598,6279,4451,3469,3876
2227,7454,4293,3289,3525
1859,6411,4002,3082,3909
1299,7226,4453,3260,3809
1955,6309,4281,3110,3027
2114,6313,4398,3024,3037
1513,7154,4332,3409,3951
1189,6057,4249,3035,3931
1314,7835,4254,3317,3066
2353,6272,4290,3475,3936
1934,7521,4039,3056,3862
1858,6192,4395,3063,3294
1999,7973,4131,3073,3534
2102,7434,4028,3471,3332
1144,7138,4124,3492,3821
1927,6208,4056,3415,3947
2481,6711,4191,3141,3417
2236,6199,4495,3087,3609
1575,6643,4356,3488,3443
1991,7147,4230,3091,3375
2273,7163,4368,3385,3114
1702,7943,4223,3119,3285
1007,7581,4050,3118,3650
1587,7108,4486,3219,3504
1574,7195,4009,3455,3498
